type,start_time,ambient_temperature,battery_id,test_id,uid,filename,Capacity,Re,Rct,Cal_Capacity
discharge,[2008.       5.      14.       9.      52.      22.062],24,5,398,5519,05519.csv,1.433445432156979,,,1.4274260634814817
charge,[2008.       5.      14.      11.      15.      12.671],24,5,400,5521,05521.csv,,,,1.5058412734340736
discharge,[2008.       5.      14.      14.      35.      22.515],24,5,402,5523,05523.csv,1.4333958900838095,,,1.4274266420105823
charge,[2008.       5.      14.      15.      58.      13.406],24,5,404,5525,05525.csv,,,,1.5027997011308851
discharge,[2008.      5.     14.     19.     31.     39.39],24,5,406,5527,05527.csv,1.42806487344776,,,1.422242457857143
charge,[2008.       5.      14.      20.      54.      30.671],24,5,408,5529,05529.csv,,,,1.4984951471639518
discharge,[2008.       5.      15.       0.      27.      55.625],24,5,410,5531,05531.csv,1.4229203181741186,,,1.417140606267516
charge,[2.0080e+03 5.0000e+00 1.5000e+01 1.0000e+00 5.0000e+01 3.8062e+01],24,5,412,5533,05533.csv,,,,1.4918818818241895
discharge,[2008.      5.     15.      5.     24.      4.89],24,5,414,5535,05535.csv,1.417429032731308,,,1.4119526624238552
charge,[2008.     5.    15.     6.    46.    38.5],24,5,416,5537,05537.csv,,,,1.487066270046405
discharge,[2008.       5.      15.      10.      20.       3.875],24,5,418,5539,05539.csv,1.412409228794446,,,1.4070335670405987
charge,[2008.       5.      15.      11.      42.      28.859],24,5,420,5541,05541.csv,,,,1.482772748722594
discharge,[2008.       5.      15.      15.      10.      59.437],24,5,422,5543,05543.csv,1.412578792940193,,,1.406721153209758
charge,[2008.       5.      15.      16.      33.      24.093],24,5,424,5545,05545.csv,,,,1.4834595687548318
discharge,[2008.      5.     15.     19.     56.     47.39],24,5,426,5547,05547.csv,1.4075983731469897,,,1.4019604843304845
charge,[2008.       5.      15.      21.      19.      13.234],24,5,428,5549,05549.csv,,,,1.4792021632281442
discharge,[2008.       5.      16.      16.      54.      59.812],24,5,430,5551,05551.csv,1.4333920485221476,,,1.4269902810863409
charge,[2008.       5.      16.      18.      43.      58.906],24,5,431,5552,05552.csv,,,,1.5105457915195457
discharge,[2008.       5.      16.      21.      37.      39.671],24,5,432,5553,05553.csv,1.4382550176792908,,,1.4321917025269844
charge,[2008.       5.      16.      23.       0.      32.515],24,5,434,5555,05555.csv,,,,1.5082435882694099
discharge,[2.0080e+03 5.0000e+00 1.7000e+01 2.0000e+00 3.2000e+01 1.3968e+01],24,5,436,5557,05557.csv,1.4173547174485526,,,1.4117926460552008
charge,[2008.       5.      17.       3.      54.      49.125],24,5,438,5559,05559.csv,,,,1.487384630340502
discharge,[2008.       5.      17.       7.      25.      19.906],24,5,440,5561,05561.csv,1.406981663677643,,,1.4017833995381057
charge,[2008.       5.      17.       8.      47.      46.703],24,5,442,5563,05563.csv,,,,1.4759162243144102
discharge,[2008.      5.     17.     12.     21.     15.89],24,5,444,5565,05565.csv,1.4012037783587625,,,1.3959492644471243
charge,[2008.       5.      17.      13.      43.      32.281],24,5,446,5567,05567.csv,,,,1.4697331209105946
discharge,[2008.       5.      17.      17.      15.      37.281],24,5,448,5569,05569.csv,1.3967008232726328,,,1.3914317665266167
charge,[2008.       5.      17.      18.      37.      55.593],24,5,450,5571,05571.csv,,,,1.4626442018867432
discharge,[2008.       5.      17.      22.      10.      51.218],24,5,452,5573,05573.csv,1.391284788852726,,,1.3859271773412443
charge,[2008.       5.      17.      23.      32.      50.468],24,5,454,5575,05575.csv,,,,1.4573482883228617
discharge,[2008.       5.      18.       3.       5.      19.265],24,5,456,5577,05577.csv,1.3862287677978349,,,1.3811520471278318
charge,[2008.       5.      18.       4.      27.      19.656],24,5,458,5579,05579.csv,,,,1.4527411646683446
discharge,[2008.       5.      18.       8.       0.      50.421],24,5,460,5581,05581.csv,1.3804366761974138,,,1.3758454236495867
charge,[2008.       5.      18.       9.      22.      51.046],24,5,462,5583,05583.csv,,,,1.449914173899969
discharge,[2008.       5.      18.      12.      44.      48.437],24,5,464,5585,05585.csv,1.3752364150256224,,,1.3705784214502168
charge,[2008.       5.      18.      14.       6.      39.921],24,5,466,5587,05587.csv,,,,1.437978821868687
discharge,[2008.       5.      18.      17.      36.      29.734],24,5,468,5589,05589.csv,1.3705128024895008,,,1.3656768122341658
charge,[2008.       5.      18.      18.      58.      12.609],24,5,470,5591,05591.csv,,,,1.439387712822373
discharge,[2008.       5.      18.      22.      31.      45.515],24,5,472,5593,05593.csv,1.3705085566270399,,,1.365830179611835
charge,[2008.       5.      18.      23.      53.      33.781],24,5,474,5595,05595.csv,,,,1.4354590033052228
discharge,[2008.       5.      19.       3.      27.       7.765],24,5,476,5597,05597.csv,1.3647355108681518,,,1.3604598196681144
charge,[2008.       5.      19.       4.      48.      55.437],24,5,478,5599,05599.csv,,,,1.430340541461397
discharge,[2008.       5.      19.      15.      34.      33.625],24,5,480,5601,05601.csv,1.375392016895762,,,1.370608954774892
charge,[2008.       5.      19.      17.      58.      12.687],24,5,481,5602,05602.csv,,,,1.4454027500091264
discharge,[2008.       5.      19.      20.      59.      48.437],24,5,482,5603,05603.csv,1.3861115151535393,,,1.3810956726447323
charge,[2008.      5.     19.     22.      8.     37.25],24,5,483,5604,05604.csv,,,,1.4533577373245006
discharge,[2.0080e+03 5.0000e+00 2.0000e+01 1.0000e+00 1.6000e+01 4.2609e+01],24,5,484,5605,05605.csv,1.3698500035838939,,,1.3653902812981604
charge,[2.0080e+03 5.0000e+00 2.0000e+01 2.0000e+00 3.8000e+01 3.5343e+01],24,5,486,5607,05607.csv,,,,1.4361217439095886
discharge,[2008.       5.      20.       6.      12.       6.265],24,5,488,5609,05609.csv,1.3647827949260758,,,1.3604825204705033
charge,[2008.       5.      20.       7.      33.      50.828],24,5,490,5611,05611.csv,,,,1.4302233903077726
discharge,[2008.       5.      20.      11.       7.      23.453],24,5,492,5613,05613.csv,1.3543220466259964,,,1.350017916807553
charge,[2008.       5.      20.      12.      28.      58.687],24,5,494,5615,05615.csv,,,,1.4198862211202088
discharge,[2008.       5.      20.      15.      57.      27.312],24,5,496,5617,05617.csv,1.3546417018378962,,,1.3503061725751637
charge,[2008.       5.      20.      17.      19.       3.375],24,5,498,5619,05619.csv,,,,1.4199263929646715
discharge,[2008.       5.      20.      20.      50.      39.015],24,5,500,5621,05621.csv,1.3547039213192407,,,1.3503415377461871
charge,[2008.       5.      20.      22.      12.      15.984],24,5,502,5623,05623.csv,,,,1.4210971529999998
discharge,[2.0080e+03 5.0000e+00 2.1000e+01 1.0000e+00 3.9000e+01 3.8968e+01],24,5,504,5625,05625.csv,1.349314997503458,,,1.345178351006193
charge,[2.008e+03 5.000e+00 2.100e+01 3.000e+00 1.000e+00 6.687e+00],24,5,506,5627,05627.csv,,,,1.4154286821718849
discharge,[2008.       5.      21.       6.      24.      27.281],24,5,508,5629,05629.csv,1.3441891937970554,,,1.339693430909905
charge,[2008.       5.      21.       7.      45.      45.343],24,5,510,5631,05631.csv,,,,1.4080239337437583
discharge,[2008.       5.      21.      11.      18.       6.015],24,5,512,5633,05633.csv,1.3389913790695755,,,1.3347839401726975
charge,[2008.       5.      21.      12.      39.      25.421],24,5,514,5635,05635.csv,,,,1.4027307338871224
discharge,[2008.       5.      21.      16.      10.      21.203],24,5,516,5637,05637.csv,1.3389145230206971,,,1.3348252886213454
charge,[2008.       5.      21.      17.      31.      40.671],24,5,518,5639,05639.csv,,,,1.4037464187843165
discharge,[2.008e+03 5.000e+00 2.100e+01 2.100e+01 2.000e+00 9.781e+00],24,5,520,5641,05641.csv,1.3340066759761655,,,1.3301341990971765
charge,[2008.       5.      21.      22.      23.      21.421],24,5,522,5643,05643.csv,,,,1.3969685922719823
discharge,[2.0080e+03 5.0000e+00 2.2000e+01 1.0000e+00 4.2000e+01 5.9218e+01],24,5,524,5645,05645.csv,1.3286444309174914,,,1.324844135357536
charge,[2008.       5.      22.       3.       4.      11.015],24,5,526,5647,05647.csv,,,,1.394582669392431
discharge,[2008.       5.      22.       6.      32.      40.921],24,5,528,5649,05649.csv,1.3231708992276219,,,1.3193110663222958
charge,[2008.       5.      22.       7.      53.      42.703],24,5,530,5651,05651.csv,,,,1.3871817398612227
discharge,[2008.       5.      22.      11.      23.      22.187],24,5,532,5653,05653.csv,1.3181691588445197,,,1.3141345051094555
charge,[2008.       5.      22.      12.      44.      24.687],24,5,534,5655,05655.csv,,,,1.3808590367661788
discharge,[2008.      5.     22.     16.     17.     58.89],24,5,536,5657,05657.csv,1.3184664436640334,,,1.314738427530353
charge,[2008.       5.      22.      17.      39.       2.953],24,5,538,5659,05659.csv,,,,1.3830670369848432
discharge,[2008.       5.      22.      20.      59.      50.203],24,5,540,5661,05661.csv,1.318293040102702,,,1.3143404131650054
charge,[2008.      5.     22.     22.     20.     44.39],24,5,542,5663,05663.csv,,,,1.3809135434785034
discharge,[2008.       5.      23.      12.      13.      16.359],24,5,544,5665,05665.csv,1.323872422244268,,,1.3198250745520603
charge,[2008.       5.      23.      17.      12.      57.796],24,5,546,5667,05667.csv,,,,1.3891308676844338
discharge,[2008.       5.      23.      20.      14.      29.875],24,5,547,5668,05668.csv,1.3601216766554785,,,1.3554452015540988
charge,[2.008e+03 5.000e+00 2.300e+01 2.100e+01 3.600e+01 7.500e-01],24,5,549,5670,05670.csv,,,,1.429222173467505
discharge,[2.0080e+03 5.0000e+00 2.4000e+01 1.0000e+00 9.0000e+00 2.1562e+01],24,5,551,5672,05672.csv,1.3395306867947354,,,1.3348389627796111
charge,[2.0080e+03 5.0000e+00 2.4000e+01 2.0000e+00 3.0000e+01 3.4593e+01],24,5,553,5674,05674.csv,,,,1.4048394902365182
discharge,[2008.       5.      24.       6.       0.      20.156],24,5,555,5676,05676.csv,1.3290286565120697,,,1.3248517412650846
charge,[2008.      5.     24.      7.     21.     25.14],24,5,557,5678,05678.csv,,,,1.3951158138590298
discharge,[2008.       5.      24.      10.      42.      50.484],24,5,559,5680,05680.csv,1.3236741274998955,,,1.3197159127086096
charge,[2008.       5.      24.      12.       3.      55.937],24,5,561,5682,05682.csv,,,,1.3862526968934057
discharge,[2008.       5.      24.      15.      31.      10.593],24,5,563,5684,05684.csv,1.318633896753293,,,1.3149979573903652
charge,[2008.       5.      24.      16.      52.       7.875],24,5,565,5686,05686.csv,,,,1.3815242863309505
discharge,[2008.       5.      24.      20.      21.      13.437],24,5,567,5688,05688.csv,1.3134751321324272,,,1.3096860296696198
charge,[2008.      5.     24.     21.     42.     10.75],24,5,569,5690,05690.csv,,,,1.3781971523284657
discharge,[2.0080e+03 5.0000e+00 2.5000e+01 1.0000e+00 6.0000e+00 4.9828e+01],24,5,571,5692,05692.csv,1.3132020634442203,,,1.3093261801994442
charge,[2.008e+03 5.000e+00 2.500e+01 2.000e+00 2.700e+01 3.725e+01],24,5,573,5694,05694.csv,,,,1.3742128766111854
discharge,[2008.      5.     25.      5.     57.     17.89],24,5,575,5696,05696.csv,1.3077959946944353,,,1.3041811242664818
charge,[2008.       5.      25.       7.      18.       6.015],24,5,577,5698,05698.csv,,,,1.3683142182217571
discharge,[2008.       5.      25.      10.      51.      37.015],24,5,579,5700,05700.csv,1.3030329186405918,,,1.2992213816989968
charge,[2008.       5.      25.      12.      12.      16.578],24,5,581,5702,05702.csv,,,,1.3649123041969367
discharge,[2008.      5.     25.     15.     37.      8.89],24,5,583,5704,05704.csv,1.3033573559038205,,,1.299597187550167
charge,[2008.       5.      25.      16.      57.      49.359],24,5,585,5706,05706.csv,,,,1.3661020037522895
discharge,[2008.       5.      25.      20.      23.       4.453],24,5,587,5708,05708.csv,1.3034100438655642,,,1.299725602707308
charge,[2008.       5.      25.      21.      43.      40.953],24,5,589,5710,05710.csv,,,,1.3653418057854705
discharge,[2.008e+03 5.000e+00 2.600e+01 1.000e+00 1.300e+01 2.796e+00],24,5,591,5712,05712.csv,1.2978870806495706,,,1.2941131028383668
charge,[2.0080e+03 5.0000e+00 2.6000e+01 2.0000e+00 3.3000e+01 3.9031e+01],24,5,593,5714,05714.csv,,,,1.3596094445590234
discharge,[2.008e+03 5.000e+00 2.600e+01 6.000e+00 1.000e+00 8.171e+00],24,5,595,5716,05716.csv,1.2980735056918902,,,1.294303774662379
charge,[2008.       5.      26.       7.      21.      44.953],24,5,597,5718,05718.csv,,,,1.3573276239964756
discharge,[2008.       5.      26.      10.      44.      38.468],24,5,599,5720,05720.csv,1.293463613844243,,,1.289458816627385
charge,[2008.       5.      26.      12.       5.       7.078],24,5,601,5722,05722.csv,,,,1.354120265654528
discharge,[2008.       5.      26.      15.      30.      43.968],24,5,603,5724,05724.csv,1.288003392619118,,,1.2842503408473624
charge,[2008.       5.      26.      16.      51.      13.375],24,5,605,5726,05726.csv,,,,1.3487899233902865
discharge,[2008.       5.      26.      20.      21.       4.921],24,5,607,5728,05728.csv,1.2874525221379407,,,1.2838473293265993
charge,[2008.       5.      26.      21.      41.      33.468],24,5,609,5730,05730.csv,,,,1.3457169511164409
discharge,[2008.       5.      27.      15.      52.      41.359],24,5,611,5732,05732.csv,1.3090153642307354,,,1.3048284351379569
charge,[2008.       5.      27.      17.      53.      59.765],24,5,612,5733,05733.csv,,,,1.3788326244848317
discharge,[2008.       5.      27.      20.      45.      42.125],24,5,613,5734,05734.csv,1.3250793286429356,,,1.3203060369333335
charge,[2.0080e+03 4.0000e+00 2.0000e+00 1.3000e+01 8.0000e+00 1.7921e+01],24,6,0,4505,04505.csv,,,,1.4291676703105198
discharge,[2.0080e+03 4.0000e+00 2.0000e+00 1.5000e+01 2.5000e+01 4.1593e+01],24,6,1,4506,04506.csv,2.035337591005598,,,2.028422557527919
charge,[2.0080e+03 4.0000e+00 2.0000e+00 1.6000e+01 3.7000e+01 5.1984e+01],24,6,2,4507,04507.csv,,,,2.9055173498817966
discharge,[2.0080e+03 4.0000e+00 2.0000e+00 1.9000e+01 4.3000e+01 4.8406e+01],24,6,3,4508,04508.csv,2.0251402460314116,,,2.018430807448979
charge,[2.0080e+03 4.0000e+00 2.0000e+00 2.0000e+01 5.5000e+01 4.0812e+01],24,6,4,4509,04509.csv,,,,2.9036432605469584
discharge,[2.008e+03 4.000e+00 3.000e+00 0.000e+00 1.000e+00 6.687e+00],24,6,5,4510,04510.csv,2.013326371345464,,,2.006914844407407
charge,[2.0080e+03 4.0000e+00 3.0000e+00 1.0000e+00 1.2000e+01 3.8671e+01],24,6,6,4511,04511.csv,,,,2.881566500345362
discharge,[2008.       4.       3.       4.      16.      37.375],24,6,7,4512,04512.csv,2.0132846655407413,,,1.9957560216649484
charge,[2008.       4.       3.       5.      27.      49.125],24,6,8,4513,04513.csv,,,,2.8863052789665598
discharge,[2008.       4.       3.       8.      33.      25.703],24,6,9,4514,04514.csv,2.000528337624771,,,1.9944700880927833
charge,[2008.       4.       3.       9.      44.      35.078],24,6,10,4515,04515.csv,,,,2.9235916227170877
discharge,[2008.       4.       3.      12.      55.      10.687],24,6,11,4516,04516.csv,2.0138990759931645,,,2.0073924885102565
charge,[2008.       4.       3.      14.       6.      43.234],24,6,12,4517,04517.csv,,,,2.9114730621279765
discharge,[2008.       4.       3.      17.      17.      16.015],24,6,13,4518,04518.csv,2.013101105626967,,,2.0065470748968663
charge,[2008.       4.       3.      18.      28.      47.125],24,6,14,4519,04519.csv,,,,2.8210030398478265
discharge,[2008.       4.       3.      21.      28.      14.718],24,6,15,4520,04520.csv,1.9687898262728398,,,1.9629901859461896
charge,[2008.       4.       3.      22.      38.      27.453],24,6,16,4521,04521.csv,,,,2.8160079868014827
discharge,[2.0080e+03 4.0000e+00 4.0000e+00 1.0000e+00 3.8000e+01 1.5218e+01],24,6,17,4522,04522.csv,1.9681661764334244,,,1.9508416895532164
charge,[2.008e+03 4.000e+00 4.000e+00 2.000e+00 4.800e+01 6.156e+00],24,6,18,4523,04523.csv,,,,2.8090729861503196
discharge,[2008.       4.       4.       5.      48.       8.609],24,6,19,4524,04524.csv,1.9572307917560536,,,1.951179278508772
charge,[2.008e+03 4.000e+00 4.000e+00 6.000e+00 5.800e+01 2.960e-01],24,6,20,4525,04525.csv,,,,2.8017713994565216
discharge,[2008.       4.       4.       9.      57.      19.765],24,6,21,4526,04526.csv,1.9455991514129352,,,1.9396212519841272
charge,[2008.       4.       4.      11.       6.      50.375],24,6,22,4527,04527.csv,,,,2.779099222448887
charge,[2008.       4.       4.      15.       5.      59.906],24,6,23,4528,04528.csv,,,,2.5099342455174654
discharge,[2008.       4.       4.      17.      56.      27.609],24,6,24,4529,04529.csv,1.9347505044841131,,,1.9177853873226383
charge,[2008.       4.       4.      19.       5.      19.234],24,6,25,4530,04530.csv,,,,2.75113673371802
discharge,[2.0080e+03 4.0000e+00 4.0000e+00 2.2000e+01 1.0000e+00 5.4671e+01],24,6,26,4531,04531.csv,1.9232799539368028,,,1.906262253540024
charge,[2008.       4.       4.      23.      10.      25.421],24,6,27,4532,04532.csv,,,,2.8484429205657795
discharge,[2.0080e+03 4.0000e+00 5.0000e+00 2.0000e+00 2.0000e+01 2.6703e+01],24,6,28,4533,04533.csv,1.911889930948487,,,1.9061037514934291
charge,[2008.       4.       5.       3.      28.      57.234],24,6,29,4534,04534.csv,,,,2.734174850896451
discharge,[2.008e+03 4.000e+00 5.000e+00 6.000e+00 2.500e+01 1.890e+00],24,6,30,4535,04535.csv,1.9010667141979305,,,1.8951600714558559
charge,[2008.       4.       5.       7.      33.      12.734],24,6,31,4536,04536.csv,,,,2.738838831525043
discharge,[2008.       4.       5.      10.      30.      32.312],24,6,32,4537,04537.csv,1.8891989948061458,,,1.883582121219505
charge,[2008.      4.      5.     11.     38.     22.14],24,6,33,4538,04538.csv,,,,2.7258069237227107
discharge,[2008.       4.       5.      14.      34.      41.468],24,6,34,4539,04539.csv,1.878278372248849,,,1.8725436779332119
